1CH 1:1	Adam, Seth, Enosh,
DEU 24:18	but you shall remember that you were a slave in Egypt, and Yahweh your God redeemed you there. Therefore I command you to do this thing.
DEU 24:19	When you reap your harvest in your field, and have forgotten a sheaf in the field, you shall not go again to get it. It shall be for the foreigner, for the fatherless, and for the widow; that Yahweh your God may bless you in all the work of your hands.
DEU 24:20	When you beat your olive tree, you shall not go over the boughs again. It shall be for the foreigner, for the fatherless, and for the widow.
DEU 24:21	When you harvest your vineyard, you shall not glean it after yourselves. It shall be for the foreigner, for the fatherless, and for the widow.
DEU 24:22	You shall remember that you were a slave in the land of Egypt. Therefore I command you to do this thing.
DEU 25:1	If there is a controversy between men, and they come to judgment, and the judges judge them; then they shall justify the righteous, and condemn the wicked.
DEU 25:2	It shall be, if the wicked man is worthy to be beaten, that the judge shall cause him to lie down, and to be beaten before his face, according to his wickedness, by number.
DEU 25:3	He may sentence him to no more than forty stripes. He shall not give more; lest, if he should give more, and beat him more than that many stripes, then your brother will be degraded in your sight.
DEU 25:4	You shall not muzzle the ox when he treads out the grain.
DEU 25:5	If brothers dwell together, and one of them dies, and has no son, the wife of the dead shall not be married outside to a stranger. Her husband’s brother shall go in to her, and take her as his wife, and perform the duty of a husband’s brother to her.
DEU 25:6	It shall be that the firstborn whom she bears shall succeed in the name of his brother who is dead, that his name not be blotted out of Israel.
DEU 25:7	If the man doesn’t want to take his brother’s wife, then his brother’s wife shall go up to the gate to the elders, and say, “My husband’s brother refuses to raise up to his brother a name in Israel. He will not perform the duty of a husband’s brother to me.”
DEU 25:8	Then the elders of his city shall call him, and speak to him: and if he stands and says, “I don’t want to take her”;
DEU 25:9	then his brother’s wife shall come to him in the presence of the elders, and loose his shoe from off his foot, and spit in his face. She shall answer and say, “So shall it be done to the man who does not build up his brother’s house.”
DEU 25:10	His name shall be called in Israel, “The house of him who had his shoe removed.”
DEU 25:11	When men strive against each other, and the wife of one draws near to deliver her husband out of the hand of him who strikes him, and puts out her hand, and takes him by his private parts,
DEU 25:12	then you shall cut off her hand. Your eye shall have no pity.
DEU 25:13	You shall not have in your bag diverse weights, one heavy and one light.
DEU 25:14	You shall not have in your house diverse measures, one large and one small.
DEU 25:15	You shall have a perfect and just weight. You shall have a perfect and just measure, that your days may be long in the land which Yahweh your God gives you.
DEU 25:16	For all who do such things, all who do unrighteously, are an abomination to Yahweh your God.
DEU 25:17	Remember what Amalek did to you by the way as you came out of Egypt;
DEU 25:18	how he met you by the way, and struck the rearmost of you, all who were feeble behind you, when you were faint and weary; and he didn’t fear God.
DEU 25:19	Therefore it shall be, when Yahweh your God has given you rest from all your enemies all around, in the land which Yahweh your God gives you for an inheritance to possess it, that you shall blot out the memory of Amalek from under the sky. You shall not forget.
DEU 26:1	It shall be, when you have come in to the land which Yahweh your God gives you for an inheritance, possess it, and dwell in it,
DEU 26:2	that you shall take some of the first of all the fruit of the ground, which you shall bring in from your land that Yahweh your God gives you. You shall put it in a basket, and shall go to the place which Yahweh your God shall choose, to cause his name to dwell there.
DEU 26:3	You shall come to the priest who shall be in those days, and tell him, “I profess today to Yahweh your God, that I have come to the land which Yahweh swore to our fathers to give us.”
DEU 26:4	The priest shall take the basket out of your hand, and set it down before Yahweh your God’s altar.
DEU 26:5	You shall answer and say before Yahweh your God, “My father was a Syrian ready to perish. He went down into Egypt, and lived there, few in number. There he became a great, mighty, and populous nation.
DEU 26:6	The Egyptians mistreated us, afflicted us, and imposed hard labor on us.
DEU 26:7	Then we cried to Yahweh, the God of our fathers. Yahweh heard our voice, and saw our affliction, our toil, and our oppression.
DEU 26:8	Yahweh brought us out of Egypt with a mighty hand, with an outstretched arm, with great terror, with signs, and with wonders;
DEU 26:9	and he has brought us into this place, and has given us this land, a land flowing with milk and honey.
DEU 26:10	Now, behold, I have brought the first of the fruit of the ground, which you, Yahweh, have given me.” You shall set it down before Yahweh your God, and worship before Yahweh your God.
